timestamp,power(W),velocity(m/s),position_x,position_y,position_z,mission_duration(s)
1740865419.5042536,153.8597988843234,0.009800000000000532,0.0,0.0,0.9125109452423362,0.009401559829711914
1740865419.5381873,153.8597988843234,0.009800000000000532,0.0,0.0,0.9126775452423354,0.0433351993560791
1740865419.5726705,153.8597988843234,0.009800000000000532,0.0,0.0,0.9128441452423345,0.07781839370727539
1740865419.6064007,153.8597988843234,0.00980000000000052,0.0,0.0,0.9130107452423336,0.11154866218566895
1740865419.6401854,153.8597988843234,0.009800000000000498,0.0,0.0,0.9131773452423327,0.14533329010009766
1740865419.673866,153.8597988843234,0.009800000000000449,0.0,0.0,0.9133439452423319,0.17901396751403809
1740865419.7081017,153.8597988843234,0.009800000000000437,0.0,0.0,0.913510545242331,0.21324968338012695
1740865419.7421198,153.8597988843234,0.009800000000000428,0.0,0.0,0.9136771452423301,0.2472677230834961
1740865419.7764435,153.8597988843234,0.009800000000000407,0.0,0.0,0.9138437452423293,0.28159141540527344
1740865419.810715,153.8597988843234,0.009800000000000393,0.0,0.0,0.9140103452423284,0.31586289405822754
1740865419.8444135,153.8597988843234,0.009800000000000373,0.0,0.0,0.9141769452423275,0.3495614528656006
1740865419.8783205,153.8597988843234,0.009800000000000338,0.0,0.0,0.9143435452423266,0.3834683895111084
1740865419.9123833,153.8597988843234,0.009800000000000324,0.0,0.0,0.9145101452423258,0.41753125190734863
1740865419.9485476,153.8597988843234,0.009800000000000303,0.0,0.0,0.9146767452423249,0.45369553565979004
1740865419.9847698,153.8597988843234,0.009800000000000284,0.0,0.0,0.914843345242324,0.4899177551269531
1740865420.0194137,153.8597988843234,0.009800000000000262,0.0,0.0,0.9150099452423232,0.5245616436004639
1740865420.0540404,153.8597988843234,0.009800000000000262,0.0,0.0,0.9151765452423223,0.5591883659362793
1740865420.087723,153.8597988843234,0.00980000000000022,0.0,0.0,0.9153431452423214,0.5928709506988525
1740865420.121764,153.8597988843234,0.009800000000000213,0.0,0.0,0.9155097452423205,0.6269118785858154
1740865420.155509,153.8597988843234,0.00980000000000019,0.0,0.0,0.9156763452423197,0.6606569290161133
1740865420.189753,153.8597988843234,0.009800000000000168,0.0,0.0,0.9158429452423188,0.6949009895324707
1740865420.2240047,153.8597988843234,0.00980000000000017,0.0,0.0,0.9160095452423179,0.7291526794433594
1740865420.258473,153.8597988843234,0.009800000000000168,0.0,0.0,0.916176145242317,0.7636208534240723
1740865420.292213,153.8597988843234,0.009800000000000145,0.0,0.0,0.9163427452423162,0.797360897064209
1740865420.3260658,153.8597988843234,0.009800000000000132,0.0,0.0,0.9165093452423153,0.8312137126922607
1740865420.360218,153.8597988843234,0.009800000000000125,0.0,0.0,0.9166759452423144,0.8653659820556641
1740865420.394327,153.8597988843234,0.00980000000000013,0.0,0.0,0.9168425452423136,0.8994748592376709
1740865420.4280732,153.8597988843234,0.009800000000000121,0.0,0.0,0.9170091452423127,0.9332211017608643
1740865420.4621499,153.8597988843234,0.009800000000000114,0.0,0.0,0.9171757452423118,0.9672977924346924
1740865420.4965258,153.8597988843234,0.009800000000000093,0.0,0.0,0.917342345242311,1.001673698425293
1740865420.5306714,153.8597988843234,0.009800000000000083,0.0,0.0,0.9175089452423101,1.0358192920684814
1740865420.564682,153.8597988843234,0.00980000000000007,0.0,0.0,0.9176755452423092,1.0698299407958984
1740865420.5985503,153.8597988843234,0.009800000000000073,0.0,0.0,0.9178421452423083,1.1036982536315918
1740865420.632483,153.8597988843234,0.00980000000000006,0.0,0.0,0.9180087452423075,1.1376309394836426
1740865420.6668704,153.8597988843234,0.009800000000000052,0.0,0.0,0.9181753452423066,1.17201828956604
1740865420.7003012,153.8597988843234,0.009800000000000057,0.0,0.0,0.9183419452423057,1.205449104309082
1740865420.7341404,153.8597988843234,0.009800000000000057,0.0,0.0,0.9185085452423049,1.239288330078125
1740865420.768184,153.8597988843234,0.00980000000000006,0.0,0.0,0.918675145242304,1.273331880569458
1740865420.8021505,153.8597988843234,0.009800000000000047,0.0,0.0,0.9188417452423031,1.3072984218597412
1740865420.835985,153.8597988843234,0.009800000000000019,0.0,0.0,0.9190083452423022,1.3411328792572021
1740865420.8699746,153.8597988843234,0.009800000000000014,0.0,0.0,0.9191749452423014,1.3751225471496582
1740865420.9043777,153.8597988843234,0.009800000000000017,0.0,0.0,0.9193415452423005,1.4095256328582764
1740865420.938432,153.8597988843234,0.009800000000000007,0.0,0.0,0.9195081452422996,1.443579912185669
1740865420.9725022,153.8597988843234,0.009799999999999998,0.0,0.0,0.9196747452422988,1.4776501655578613
1740865421.006672,153.8597988843234,0.009799999999999986,0.0,0.0,0.9198413452422979,1.511819839477539
1740865421.0459847,153.8597988843234,0.009799999999999982,0.0,0.0,0.920007945242297,1.5511326789855957
1740865421.0803392,153.8597988843234,0.009799999999999979,0.0,0.0,0.9201745452422961,1.5854871273040771
1740865421.1143575,153.8597988843234,0.009799999999999982,0.0,0.0,0.9203411452422953,1.6195054054260254
1740865421.1479733,153.8597988843234,0.009799999999999967,0.0,0.0,0.9205077452422944,1.6531212329864502
1740865421.1818907,153.85987941299447,0.0055107500053441965,2.1038808106556756e-10,-1.5525922207374524e-10,0.9206657559922927,1.6870386600494385
1740865421.2158635,153.8588665818261,0.02926529849298397,2.7938153149796378e-06,-2.0986968456253977e-06,0.9200870044150781,1.7210114002227783
1740865421.249999,153.85531828036568,0.06124954451073357,3.5648265313420276e-05,-2.725915241188282e-05,0.9183748789737838,1.7551469802856445
